DateHour,Wind_Speed_Actual_Knots,Production_Actual_MWh,Production_Forecast_1hour_MWh,Production_Forecast_6hour_MWh,Production_24hour_MWh,Electricity_Prices_Day_Ahead_Dollar,Electricity_Prices_Spot_Dollar,Potential_Hydrogen_Quantity,Revenue_If_All_Selling,Profit_If_All_Selling
06/01/2022 11:00,19.5,237.0616,113.2032,106.5367,136.573,139.61,142.64,9482.464,1352578.665,-28731.86592
06/01/2022 12:00,13.95,86.82,110.5906,92.5824,107.0754,146.5,146.11,3472.8,507410.808,1354.392
06/01/2022 13:00,11.14,44.2165,70.2874,64.7576,76.8126,154.47,154.9,1768.66,273965.434,-760.5238
06/01/2022 14:00,12.36,60.354,61.2742,77.2399,79.1196,141.02,140.39,2414.16,338923.9224,1520.9208
06/01/2022 15:00,11,42.6208,45.5691,59.4746,59.0044,125.65,125.16,1704.832,213376.7731,835.36768
06/01/2022 16:00,12.16,57.5572,53.1096,56.9843,61.6627,151.74,150.35,2302.288,346149.0008,3200.18032
06/01/2022 17:00,15.71,123.9182,69.5889,62.083,65.9589,177.68,176.45,4956.728,874614.6556,6096.77544
06/01/2022 18:00,16.16,135.0771,101.1391,78.3265,72.787,166.96,165.54,5403.084,894426.5254,7672.37928
06/01/2022 19:00,17.13,160.7665,139.3659,96.1726,101.42,169.06,168.81,6430.66,1085559.715,1607.665
06/01/2022 20:00,14.67,100.8941,115.145,106.1411,93.6809,145.29,145.04,4035.764,585347.2106,1008.941
06/01/2022 21:00,15.86,127.5166,127.8489,128.095,93.6809,127.34,126.69,5100.664,646203.1222,3315.4316
06/01/2022 22:00,12.54,63.0112,77.7259,85.958,71.3864,122.23,122.17,2520.448,307923.1322,151.22688
06/01/2022 23:00,10.37,35.6769,50.521,58.6716,55.0749,124,123.25,1427.076,175887.117,1070.307
07/01/2022 00:00,9.31,25.8069,32.2176,41.749,48.0793,118.71,122.34,1032.276,126288.6458,-3747.16188
07/01/2022 01:00,11.6,49.9465,36.2634,52.1296,64.0013,106.39,107.62,1997.86,215009.6932,-2457.3678
07/01/2022 02:00,9.96,31.6179,33.212,35.5524,52.3021,102.45,106.46,1264.716,134641.6654,-5071.51116
07/01/2022 03:00,13.56,79.7471,51.3289,42.1174,71.051,94.2,95.61,3189.884,304984.8092,-4497.73644
07/01/2022 04:00,13.31,75.4142,59.1875,49.2631,69.0271,92.42,93.6,3016.568,282350.7648,-3559.55024
07/01/2022 05:00,15.25,113.5382,88.5473,66.0992,69.0271,104.05,106.31,4541.528,482809.8417,-10263.85328
07/01/2022 06:00,12.5,62.4597,71.799,65.6435,62.5973,116.77,119.59,2498.388,298782.2209,-7045.45416
07/01/2022 07:00,14.76,102.7984,91.0114,85.4587,62.735,127.03,130.43,4111.936,536319.8125,-13980.5824
07/01/2022 08:00,11.83,52.9362,61.4058,65.1976,55.2191,132.19,134.49,2117.448,284775.5815,-4870.1304
07/01/2022 09:00,13.38,76.5909,75.6161,78.0176,68.7336,132.17,135.26,3063.636,414387.4054,-9466.63524
07/01/2022 10:00,10.76,39.813,47.046,51.2359,52.9646,127.53,130.53,1592.52,207871.6356,-4777.56
07/01/2022 11:00,10.99,42.4558,46.7572,50.7845,54.5442,121.2,123.09,1698.232,209035.3769,-3209.65848
07/01/2022 12:00,11.22,45.2422,42.4651,47.7701,56.1719,122.41,125.42,1809.688,226971.069,-5447.16088
07/01/2022 13:00,8.5,19.6637,26.323,29.5263,35.2929,117.97,120.16,786.548,94511.60768,-1722.54012
07/01/2022 14:00,8.92,22.7006,25.1893,27.419,34.1777,112.12,114.24,908.024,103732.6618,-1925.01088
07/01/2022 15:00,8.46,19.3923,19.9656,23.6455,29.9723,109.01,112.73,775.692,87443.75916,-2885.57424
07/01/2022 16:00,7.4,12.9496,15.3494,17.3141,24.3874,119.31,121.7,517.984,63038.6528,-1237.98176
07/01/2022 17:00,7.77,14.9824,15.302,16.304,21.8146,134.4,138.2,599.296,82822.7072,-2277.3248
07/01/2022 18:00,7.08,11.3617,12.1826,13.5156,15.7508,131.23,132.68,454.468,60298.81424,-658.9786
07/01/2022 19:00,7.49,13.4265,13.2007,13.8394,16.2871,133.52,137.62,537.06,73910.1972,-2201.946
07/01/2022 20:00,4.19,2.3501,4.5509,5.2822,7.4461,123.19,127.12,94.004,11949.78848,-369.43572
07/01/2022 21:00,5.64,5.7469,5.948,7.0413,9.342,117.56,120.02,229.876,27589.71752,-565.49496
07/01/2022 22:00,5.65,5.7835,4.3994,6.3476,8.9829,104.61,108.74,231.34,25155.9116,-955.4342
07/01/2022 23:00,4.48,2.8734,3.6914,3.9612,6.4341,100.51,101.88,114.936,11709.67968,-157.46232
08/01/2022 00:00,4.89,3.7389,3.8761,3.833,5.7048,90.09,86.49,149.556,12935.09844,538.4016
08/01/2022 01:00,6.07,7.1525,4.3586,4.8899,6.4438,102.42,96.67,286.1,27657.287,1645.075
08/01/2022 02:00,4.69,3.3103,3.8948,3.8239,4.4249,93.72,90.18,132.412,11940.91416,468.73848
08/01/2022 03:00,6.01,6.9388,5.5905,4.5713,5.7652,93.02,89.1,277.552,24729.8832,1088.00384
08/01/2022 04:00,8.25,17.9815,8.0703,6.8511,5.7652,92.49,87.76,719.26,63122.2576,3402.0998
08/01/2022 05:00,5.77,6.1442,7.7104,6.7874,5.7652,101.78,96.64,245.768,23751.01952,1263.24752
08/01/2022 06:00,4.82,3.5749,5.4636,4.9333,4.5832,138.89,131.29,142.996,18773.94484,1086.7696
08/01/2022 07:00,5.79,6.2114,5.2042,6.7696,5.962,122.19,116.36,248.456,28910.34016,1448.49848
08/01/2022 08:00,7.75,14.8975,7.3309,8.6891,6.1777,141.29,133.19,595.9,79367.921,4826.79
08/01/2022 09:00,10.19,33.8959,15.8454,10.348,6.5684,146.45,138.14,1355.836,187295.185,11266.99716
08/01/2022 10:00,8.21,17.6888,19.3896,12.7136,7.0451,139.36,131.79,707.552,93248.27808,5356.16864
08/01/2022 11:00,10.1,32.9452,27.4308,19.0188,10.4168,139,131.98,1317.808,173924.2998,9251.01216
08/01/2022 12:00,12.06,56.1047,33.1747,28.8578,16.2532,132.8,126.17,2244.188,283149.2,14878.96644
08/01/2022 13:00,11.15,44.3986,43.8001,35.3964,17.8348,128.83,122.61,1775.944,217748.4938,11046.37168
08/01/2022 14:00,10.99,42.4869,44.9083,37.0589,24.532,123.41,117.07,1699.476,198957.6553,10774.67784
08/01/2022 15:00,12.42,61.2485,48.9238,46.7044,33.4183,113.98,110.66,2449.94,271110.3604,8133.8008
08/01/2022 16:00,13.07,71.4251,57.517,54.4359,38.0298,132.29,126.22,2857.004,360611.0449,17342.01428
08/01/2022 17:00,11.29,46.0535,52.2343,49.1401,43.4357,149.85,143.61,1842.14,264549.7254,11494.9536
08/01/2022 18:00,13.17,73.0264,62.6235,57.912,45.221,149.4,141.58,2921.056,413563.1085,22842.65792
08/01/2022 19:00,15.34,115.4498,74.6815,71.2098,50.9139,168.38,158.54,4617.992,732136.4517,45441.04128
08/01/2022 20:00,17.22,163.2372,113.247,88.0953,58.639,146.4,139.22,6529.488,909035.3194,46881.72384
08/01/2022 21:00,17.98,186.0301,152.9317,107.9499,66.2065,135.28,127.83,7441.204,951209.1073,55436.9698
08/01/2022 22:00,17.36,167.5013,169.7755,136.3568,72.2228,117.25,110.36,6700.052,739417.7387,46163.35828
08/01/2022 23:00,16.03,131.7791,145.7553,141.3251,92.6252,113.37,106.84,5271.164,563171.1618,34420.70092
09/01/2022 00:00,16.96,156.1185,151.299,158.1861,123.4345,108.58,106.37,6244.74,664252.9938,13800.8754
09/01/2022 01:00,17.5,171.5728,152.5605,161.8969,143.6052,111.46,110.63,6862.912,759243.9546,5696.21696
09/01/2022 02:00,16.04,131.9263,142.0194,141.3119,137.7211,108.84,107.33,5277.052,566385.9912,7968.34852
09/01/2022 03:00,15.54,120.0489,129.8073,130.4729,131.5123,107.77,105.2,4801.956,505165.7712,12341.02692
09/01/2022 04:00,11.6,49.879,70.1726,79.7925,88.6776,106.74,104.28,1995.16,208055.2848,4908.0936
09/01/2022 05:00,11.77,52.1823,60.5566,72.4217,90.3527,108.76,105.62,2087.292,220459.781,6554.09688
09/01/2022 06:00,15.69,123.6306,70.6089,90.1973,127.6975,141.12,136.27,4945.224,673885.6745,23984.3364
09/01/2022 07:00,10.62,38.3143,50.6764,52.9879,74.259,123.7,119,1532.572,182376.068,7203.0884
09/01/2022 08:00,11.17,44.6266,53.0232,50.8709,76.8852,134.4,130.36,1785.064,232700.943,7211.65856
09/01/2022 09:00,11.79,52.3683,44.8593,55.2393,65.9025,128.27,127.34,2094.732,266743.1729,1948.10076
09/01/2022 10:00,9.25,25.35,31.9492,36.8158,37.2042,123.79,121.46,1014,123160.44,2362.62
09/01/2022 11:00,7.58,13.9386,20.0695,22.0387,28.5905,117.3,115.99,557.544,64669.52856,730.38264
09/01/2022 12:00,4.7,3.3309,6.712,10.0682,16.6545,116.95,113.67,133.236,15144.93612,437.01408
09/01/2022 13:00,6.09,7.2223,7.2862,10.9067,19.5966,115.42,111.06,288.892,32084.34552,1259.56912
09/01/2022 14:00,9.26,25.373,9.5502,12.8429,28.2798,110.99,108.23,1014.92,109844.7916,2801.1792
09/01/2022 15:00,6.47,8.6465,10.3635,9.3758,15.5364,122.67,119.14,345.86,41205.7604,1220.8858
09/01/2022 16:00,6.1,7.2504,9.557,8.0363,12.2272,139.34,135.34,290.016,39250.76544,1160.064
09/01/2022 17:00,7.87,15.5872,10.1054,11.72,14.7476,151.42,147.84,623.488,92176.46592,2232.08704
09/01/2022 18:00,5.73,6.0033,7.4211,8.4015,8.2853,147.1,142.56,240.132,34233.21792,1090.19928
09/01/2022 19:00,8.12,17.1084,12.1256,10.3037,11.0828,158.52,154.62,684.336,105812.0323,2668.9104
09/01/2022 20:00,7.39,12.8964,11.3363,11.1575,10.6302,138.47,136.29,515.856,70306.01424,1124.56608
09/01/2022 21:00,10.98,42.2921,21.998,16.4697,10.6302,129.6,125.88,1691.684,212949.1819,6293.06448
09/01/2022 22:00,10.3,34.9317,27.8923,19.6492,14.1993,116.59,115.28,1397.268,161077.055,1830.42108
09/01/2022 23:00,10.01,32.1251,34.1633,26.2179,16.336,115.59,112.62,1285.004,144717.1505,3816.46188
10/01/2022 00:00,9.24,25.2139,27.8053,26.6532,16.336,109.01,106.27,1008.556,107179.2461,2763.44344
10/01/2022 01:00,8.29,18.1977,21.3019,23.5069,17.6474,115.63,112.11,727.908,81605.76588,2562.23616
10/01/2022 02:00,10.89,41.3356,27.1826,29.6075,21.5155,112.24,110.17,1653.424,182157.7221,3422.58768
10/01/2022 03:00,8.89,22.442,24.2657,24.7013,23.1149,112.92,110.37,897.68,99076.9416,2289.084
10/01/2022 04:00,10.78,40.0202,33.7902,28.4366,28.5301,112.12,108.39,1600.808,173511.5791,5971.01384
10/01/2022 05:00,10.11,33.047,31.2585,30.0116,32.5839,114.19,110.49,1321.88,146054.5212,4890.956
10/01/2022 06:00,8.74,21.3443,25.7824,25.8067,26.5691,145.32,141.47,853.772,120783.1248,3287.0222
10/01/2022 07:00,9.54,27.7406,27.0915,28.0592,28.7967,134.37,133.04,1109.624,147624.377,1475.79992
10/01/2022 08:00,9.92,31.2499,26.5605,30.2575,29.4604,152.59,147.51,1249.996,184386.91,6349.97968
10/01/2022 09:00,10.89,41.2925,33.111,30.4669,29.4604,146.54,143.62,1651.7,237217.154,4822.964
10/01/2022 10:00,8.92,22.6918,26.689,25.3964,25.929,151.39,146.41,907.672,132892.2575,4520.20656
10/01/2022 11:00,6.27,7.8694,13.3788,14.5247,16.3633,143.24,138.48,314.776,43590.18048,1498.33376
10/01/2022 12:00,6.75,9.8527,11.1278,14.3297,16.3189,143.18,137.99,394.108,54382.96292,2045.42052
10/01/2022 13:00,7.24,12.1463,9.8533,14.1945,17.8598,138.85,136.6,485.852,66367.3832,1093.167
10/01/2022 14:00,7.08,11.3739,11.0965,11.7839,16.1119,137.11,133.46,454.956,60718.42776,1660.5894
